tic_id,GAIA_Source,VSX_OID,VSX_Period,VSX_Type,GAIA_epsi,GAIA_sepsi,GAIA_RUWE,GAIA_RV,GAIA_e_RV,VSX_angDist,VSX_Match_Score,GAIA_angDist,GAIA_Match_Score,GAIA_RAJ2000,GAIA_DEJ2000,TIC_Tmag,GAIA_Gmag,num_sectors,best_subject_id,NSSmodel,NSS_Per,NSS_Vcm,NSS_Flags
246971220,100132734395672832,3742,153.043,EA/GS,0.317,120.43,2.211,7.02,5.28,0.040941,1.0,0.19207,2.0,35.5275888366,22.87359219924,5.81501,6.361703,1,39493579,,,,
55655482,1004034509082232576,2213424,3.959844,EA,0.08,8.9462,1.065,15.98,0.18,0.046849,1.0,1.312994,4.0,101.31456756775,61.49233048601,9.2175,9.657227,1,40867021,,,,
71103363,1005864680547618816,239907,2.44981,EA,0.223,53.724,1.951,,,1.589268,1.0,0.042769,4.0,91.92486301474,60.80173793573,11.8468,12.069717,2,40875192,,,,
55339898,1007573321616646656,2213196,0.71964,EA,2.809,13255.0,23.534,4.89,3.44,0.130553,1.0,1.036722,4.0,96.67422520888,64.09087973628,8.86805,9.288939,1,40891659,,,,
70999666,1008633250826288256,2213401,2.944357,EA,0.172,51.275,1.269,35.84,5.49,0.149614,1.0,0.066888,4.0,91.27014422519,65.12144783447,11.1369,11.482327,2,40862715,SB1,2.9439106617944577,10.909670538032,0.0
457139088,1017945049160345600,2213489,3.325584,EA,0.12,23.489,0.944,15.05,7.41,0.067261,1.0,0.093917,2.0,141.4486075026,49.45417315903,11.1564,11.487267,1,41021244,SB1,3.3255765501774315,-7.042859393359,0.0
318217844,1017991469167531136,37155,1.2223042,EA/SD,0.135,26.949,1.06,,,0.042787,1.0,0.105846,4.0,142.85268804995,49.46789247884,9.9964,10.243391,1,41022936,,,,
150225473,1018018235403653504,56658,0.41838,NL+E,0.0,0.0,0.992,,,0.216704,1.0,0.028379,2.0,143.06179358195,49.84852567492,16.1988,16.470123,1,41027140,,,,
457134360,1019003226022657920,43087,111.4374,EP,0.082,7.3483,0.927,3.79,0.16,0.082075,1.0,0.910192,4.0,140.65657001366,50.6037320352,8.3446,8.828991,1,41032514,,,,
318210930,1019985085615356672,687002,1.3055428,EA/RS,20.467,320260.0,,,,0.04203,1.0,0.105829,2.0,142.54475616399,53.64992201152,8.873,9.732295,1,41031147,,,,
446127290,1022096392749670016,37110,0.33363749,EW/KW,0.131,14.428,1.008,,,0.041289,1.0,0.541873,4.0,145.93946022373,55.95251711963,7.3795,7.745216,1,41031516,,,,
287095354,1023682919309621632,37154,0.478994587,EB/DW/RS,0.073,7.7012,0.979,20.35,26.88,0.040795,1.0,3.030011,4.0,137.4830644852,54.4882567245,8.8236,9.368692,1,41023792,,,,
459789367,1024762227410763264,37144,0.6873801,EA+DSCT,0.346,197.41,2.152,,,0.007014,1.0,0.303229,4.0,144.52799646537,56.01869126664,9.9765,10.137066,1,41023942,,,,
142258314,1029498682986373760,356623,0.844143,EA/EL,0.153,24.27,1.187,,,0.257857,1.0,0.755797,4.0,131.49503291607,53.03604003061,12.7808,12.828512,1,40862030,,,,
10057647,1029743770998959488,1545938,16.26379,EA+DSCT+ROT:,0.23,71.362,1.626,,,0.033841,1.0,0.607246,4.0,133.33043545832,53.73580905329,8.27324,8.46512,1,40860818,,,,
445069009,1030389974598928768,174727,0.559755,EA,0.0,0.0,1.02,6.69,5.62,0.176059,1.0,0.480387,4.0,131.04599145332,54.39651514171,12.4703,13.196487,1,40863820,,,,
461662516,1031356788916864640,167143,0.37326,EW,1.179,1924.3,8.675,,,0.142454,1.0,1.461298,4.0,124.36386885058,51.86303295467,9.12424,9.57793,1,40879387,,,,
81038220,1035063002096359680,17920,2.0224715,EA/SD,0.25,120.51,1.393,-45.28,7.92,0.090509,1.0,0.182974,4.0,123.49145309479,57.26594975337,10.2772,10.482638,1,40858282,SB1,2.022508920545351,-26.614631027535,0.0
457127187,1044611813907077632,37161,6.854939,EA/SD,0.103,24.77,1.125,3.97,0.17,20.893215,1.0,1.012836,4.0,133.96251784744,64.97265506661,9.45377,9.815136,1,40881567,,,,
138505004,1049087857023628672,37158,2.29926,EA/D,0.09,12.506,1.0,,,0.046707,1.0,0.292628,4.0,157.51331120624,61.81150834396,9.27755,9.706886,2,36976766,SB2,2.299146178472535,-66.0409325902538,8388608.0
28351918,105237148408077568,185967,0.51508836,EA+INT,0.063,3.6199,0.985,-6.63,28.56,0.114462,1.0,0.364217,4.0,29.59948665991,25.35546913094,12.0493,12.951549,1,38692280,,,,
138543573,1052402300465614080,37306,1.164708,EA,0.237,48.029,1.42,,,0.069196,1.0,0.280994,4.0,158.98191884073,63.5923368664,7.66611,7.964554,1,41037348,,,,
99834717,1055895483267019392,612190,1.706291,EP,0.063,4.9659,1.03,-15.57,0.54,0.05553,1.0,0.630138,4.0,165.16742604711,64.96398374863,12.212,12.782998,1,41022580,,,,
99920728,1056446544751396480,1540685,2.35822,EA+BY+UV,0.106,15.228,0.877,17.2,8.88,0.029608,1.0,1.196561,4.0,169.74619594646,64.6434142569,10.309,10.757024,1,36964920,,,,
142791832,1059944640994760448,37312,6.541975,EA,0.132,24.273,1.023,,,0.181846,1.0,0.518629,4.0,162.25811970175,67.214528877,9.95466,10.358124,1,41035281,,,,
86385104,1065020124107652352,2213496,2.323134,EA,0.112,23.635,0.978,-8.54,4.77,0.060275,1.0,0.103518,4.0,146.32924709819,65.74104575378,11.0926,11.491301,3,40866567,,,,
103656297,1066923516173792000,129814,0.2877891,EW,29.615,1239900.0,,,,0.015729,1.0,0.152962,2.0,152.67777561925,67.65879310664,9.7644,10.367822,2,41018640,,,,
142441910,1070123026291382144,2213495,2.879757,EA,0.088,12.393,0.963,-2.34,4.56,0.057269,1.0,0.297707,4.0,146.25358726921,68.7850766381,9.22176,9.57935,1,41034278,SB1,2.8796454947169314,-9.3586641636251,0.0
147610499,1070523111086221568,37266,0.52885234,EW,0.13,29.896,0.993,,,0.076158,1.0,0.657623,4.0,148.61923585155,69.22285039339,10.7531,11.028563,1,40875391,,,,
103605167,1070676218079057408,56759,8.456864,EA,0.146,25.874,0.985,,,0.03326,1.0,0.132686,4.0,151.25078854563,70.22920958187,8.4604,8.55405,1,36975867,,,,
103743317,1073112357888959104,1507407,1.5397,EA,0.062,3.4,1.257,-0.77,1.87,27.952293,1.0,0.632867,4.0,156.72234926421,69.07014079879,12.2333,13.397422,3,41024061,,,,
155894704,1074900468737991552,13681,1.3574226,EA/SD,0.238,88.562,2.078,-24.22,11.14,0.024541,1.0,0.268934,4.0,176.37170478922,72.24953561965,10.0095,10.378688,3,41026040,,,,
142587827,1078659497130412288,159276,0.439402,EW,0.098,9.7405,0.891,,,0.023286,1.0,1.474534,4.0,167.87039641949,73.11527664577,8.41654,8.772053,2,41027905,,,,
372759279,1079310648531984000,161359,1.2383832,EA+DSCT,0.131,26.11,0.998,-54.92,2.76,0.113894,1.0,0.253094,4.0,175.00599975979,75.15596293206,10.8419,11.042019,2,40871612,,,,
142588954,1080288664125447424,270362,41.03236,EA+BY,0.222,36.665,2.072,-34.0,3.58,0.102138,1.0,2.494068,4.0,168.17641529088,76.44899653362,12.2504,13.512622,1,40891144,,,,
335564109,1087780495837927808,2212852,2.1947739,EA,0.216,92.835,1.961,16.38,0.66,0.015418,1.0,0.496155,2.0,117.38898624109,61.55952397388,10.4451,10.912067,1,40854923,,,,
102841799,1093318701548868096,2213466,5.26038,EA,0.141,49.55,1.299,-19.66,2.18,0.122924,1.0,0.22625,4.0,127.39494608284,66.00032344429,11.3176,11.810167,1,40867045,SB1,5.260480758038575,-25.419731161482,0.0
99725941,1097717538333601408,1546208,29.9494,EA,0.449,329.15,3.627,,,0.01187,1.0,0.383674,4.0,124.97179703291,70.20985750037,8.4699,8.942332,1,48943856,SB2,44.955850146952486,-40.6980384648018,8388608.0
99641129,1102107819544067456,161027,0.09564662,EA/HW,0.212,22.582,1.034,,,0.016411,1.0,0.122231,4.0,107.6752138507,66.9287559738,14.86,14.616244,1,40865529,,,,
456260162,1105678822855958144,1504449,2.96602,EA,0.122,33.306,1.283,-0.16,0.21,37.605486,1.0,0.399868,4.0,101.35051285813,67.06900664645,10.1978,10.650688,1,40877532,,,,
456263109,1106402718122325760,4609,0.7713468,EB/KE,0.207,54.277,1.007,,,0.022547,1.0,0.1364,4.0,101.87003289568,69.62910375488,8.2434,8.245238,1,40861776,,,,
468827257,1107110253854435840,144299,17.871,EA,0.134,37.067,1.142,,,0.091625,1.0,0.17864,4.0,91.90911322192,69.72966251262,10.5894,11.015372,2,40859543,,,,
71330078,1108629710204038656,2212911,2.457247,EA,0.113,25.244,1.096,39.26,7.42,0.006199,1.0,0.41773,4.0,114.93267463073,69.25465089128,11.4456,11.809145,2,48944669,,,,
99639914,1109645933825258368,275660,0.238,EW,0.065,2.9446,1.128,,,0.037202,1.0,0.147342,4.0,107.78652331924,69.8743373034,13.444,14.085506,1,48943838,,,,
441613385,1110899853820753792,270274,0.208252121,EA/HW,0.397,10.978,1.286,,,0.034725,1.0,0.068585,1.0,118.37025982867,72.40679431764,16.7109,16.480227,2,40859141,,,,
441591821,1111105123194167936,609486,1.17311,EA,0.042,2.0914,1.138,6.85,5.28,0.010201,1.0,0.247464,4.0,113.65857526066,72.64088737978,12.4692,13.060772,1,48937564,,,,
441606527,1111131472817539712,359635,0.2824687,EW,0.06,4.9897,1.024,,,0.015166,1.0,0.512336,4.0,116.51473817661,72.61652889682,12.1755,12.678008,1,48945923,,,,
154339231,1113449041466528512,637207,0.2931856,EW,0.0,0.0,1.01,,,0.016592,1.0,0.715388,4.0,99.09998749281,72.86690574929,14.0155,14.713647,1,48951739,,,,
219707463,1117167211833947136,37291,4.507176,EA,0.216,54.38,1.169,,,0.024599,1.0,0.388955,4.0,136.5934894677,68.44514603663,6.83672,7.036628,2,40889557,,,,
147576476,1119321223832256640,159262,2.21954,EA,0.067,6.2213,0.901,26.33,14.05,0.032853,1.0,0.534727,4.0,144.54320364004,70.63217529153,8.609,8.971428,3,41031077,,,,
802663625,1123087188596704896,228655,0.2314009,EW,0.122,25.768,1.133,54.66,28.42,0.024829,1.0,1.348171,4.0,127.38231329548,72.52813488223,10.3038,10.991327,1,48936869,,,,
157770450,1127154075949146112,43253,3.28935,EA,0.397,205.04,3.4,,,0.338243,1.0,0.161077,4.0,147.57136331293,74.97110592289,8.36116,8.852942,2,40866268,,,,
142783746,1127909715314129536,172645,6.1513,EA,0.1,15.896,1.085,5.15,9.85,0.030792,1.0,0.070973,4.0,153.90270219771,76.69839317501,10.3414,10.716801,4,36978031,SB1,6.150944250396289,-0.12128928404402,0.0
142619515,1129006787401742464,129872,0.2698999,EW,0.281,84.444,2.195,-16.57,5.93,0.015629,1.0,0.270369,2.0,171.02223514136,77.87113568101,12.3748,12.881383,1,48930823,,,,
358613523,1130293589667301632,4598,1.328326,EA/SD:,0.125,23.289,1.187,,,0.079645,1.0,0.552403,4.0,175.10288799776,80.23597988903,10.0086,10.225554,3,48951263,,,,
355978205,1132105898363436160,2212780,0.89127,EA,1.426,2616.9,9.673,6.91,0.72,0.032114,1.0,0.170306,2.0,146.8179843689,78.61037394372,10.4269,10.728923,3,48939424,,,,
441608092,1136759753126962176,144324,0.619753,EA/RS,0.08,10.356,1.017,47.47,20.51,0.109214,1.0,1.525789,4.0,117.18207842013,76.46916057699,10.1879,10.817351,1,48941983,,,,
312865025,1137428256197026688,4611,2.7349678,EA/DM,0.093,12.73,0.96,,,0.052523,1.0,0.118667,4.0,126.46577780451,77.21856832245,9.4026,9.654409,2,40885003,SB2,2.734879893699222,4.015634639697259,8388608.0
153891668,1137726326927058560,4597,2.22682,EA/SD:,0.075,7.0955,0.834,-1.73,3.52,0.039488,1.0,0.149116,4.0,129.60699409457,76.92441121039,9.9101,10.187642,2,48946505,SB1,2.2271061988492478,-0.081065613559664,0.0
289969374,1138420290562688640,42378,0.255885,EW/KW,0.066,6.1116,0.96,,,0.069827,1.0,1.432629,4.0,118.62739075445,78.11259400436,10.279,10.807113,2,48939884,,,,
289949453,1141769093744241536,2213451,13.21767,EA,0.112,19.786,1.14,16.56,3.51,0.018501,1.0,0.5172,4.0,110.90290268506,79.13252625975,8.70912,9.108006,3,48949717,SB1,13.217276890645785,24.588397320073,0.0
141620020,1141797779829324288,2213210,3.1146,EA,0.088,10.503,1.072,7.43,1.33,0.003438,1.0,0.060313,4.0,110.0287900802,79.54660894674,11.8735,12.212556,3,48940993,,,,
397184624,1143477013259041920,4555,0.593072,EA/RS,0.104,11.946,1.12,-51.05,19.78,0.04816,1.0,2.518677,4.0,100.32951130597,82.26734314652,8.6588,9.204638,2,40146429,,,,
138476641,1143647643719890560,174673,0.448072,EA,0.083,8.8693,0.986,53.36,28.57,0.015685,1.0,0.806155,2.0,96.50733800114,82.35766409573,9.93554,10.465318,2,40136066,,,,
137503140,1144238528139961600,167155,2.93555,EA,0.119,20.909,1.094,30.77,12.81,0.10993,1.0,1.704552,4.0,133.60146468425,79.68164002608,9.79628,10.228291,1,40860336,SB1,2.935474633794717,50.3959986589,0.0
436873913,114495135097763328,2213343,1.97792061,EA,0.079,8.8807,1.048,13.06,13.68,0.282357,1.0,0.211553,4.0,42.52103516126,25.78690246488,11.4788,11.901971,1,39491057,,,,
459182624,1148611973077985408,1505595,4.97663,EA,0.196,45.495,1.888,0.75,3.66,0.002107,1.0,0.516971,4.0,123.09289904292,82.56614066668,12.2109,12.881865,1,48932251,,,,
154453805,1149193614730258688,4756,1.091739,EA,0.243,84.32,1.576,,,0.076796,1.0,0.40461,4.0,126.89291262192,83.88239121146,10.0724,10.478998,1,48949795,SB2,3.3543654615702185,-4.9565319282306515,8388608.0
358018612,1149198184575450752,42598,1.1664,E,3.346,6055.1,14.336,,,0.049759,1.0,0.292911,1.0,126.30024963676,84.01418785103,7.9287,8.496526,3,48939429,,,,
358018764,1149225844164245376,129715,0.3297439,EW,0.081,9.4384,1.091,-64.57,38.33,0.009439,1.0,0.217416,4.0,126.32373287429,84.42307677009,11.9694,12.356052,1,48947751,,,,
289970992,1149284290079597568,555310,0.7198355,EA/EL,0.0,0.0,0.992,,,0.090938,1.0,0.041001,4.0,118.29321563987,83.86520815441,15.041,15.278246,1,48945556,,,,
459915346,1150894589281265792,1546276,8.39725,EA,0.076,7.7541,0.969,,,0.029889,1.0,0.388561,4.0,140.25373966433,85.58381791821,8.98797,9.387251,1,48940325,SB2,8.397501993179786,27.61311871284277,8388608.0
389773936,1151557633447102208,185427,0.274143,EW,0.09,12.02,0.866,-52.01,0.4,40.000696,1.0,4.490592,4.0,151.26243776724,87.00461418583,10.8788,11.461722,1,40861874,,,,
389773940,1151557633448052608,185427,0.274143,EW,0.122,19.307,1.352,17.46,25.14,0.047406,1.0,0.245553,4.0,151.32460938651,87.01525099682,11.9101,12.395805,1,48939385,,,,
29053989,117324595129062400,279633,1.30555,EA,0.093,10.762,1.058,101.97,15.89,0.107491,1.0,0.901712,4.0,50.88465773616,25.89940366806,9.29754,9.652435,1,39473987,,,,
393636596,1199493144965904768,34659,0.87934745,EA/SD+DSCT,0.133,27.086,1.159,-20.49,12.87,0.021722,1.0,0.213936,4.0,239.57670907159,17.26944578561,10.6639,10.857557,2,46378578,,,,
135268489,1201598641010720384,2213594,3.70244,EA,0.579,679.87,4.037,-4.18,5.32,0.125292,1.0,0.036001,2.0,244.15662701508,19.89103705045,10.6853,11.107922,1,48214783,,,,
230221493,1202053014192072064,102554,0.411896,EC|DSCT,0.693,919.6,4.662,,,0.069113,1.0,0.320248,4.0,245.50626814937,20.42938987249,10.8304,11.301506,1,48223260,,,,
229573710,1203578449136931456,251510,0.226593,EW,0.0,0.0,1.039,,,0.032736,1.0,0.286536,4.0,240.48349719338,20.47264862729,13.1915,13.905959,1,48219043,,,,
349294422,120705971341514112,281995,0.310377,EW,0.099,12.114,0.809,,,0.106604,1.0,0.712527,4.0,52.06230478811,30.02198989869,10.6833,11.168631,1,39476044,,,,
355792204,1213824488757349248,100057,1.1728,ESD|EC,0.068,5.7769,1.049,-41.36,21.97,0.042307,1.0,0.911432,4.0,230.31125875657,20.36681873033,11.9821,12.570236,1,46388608,,,,
459278502,1217683254878932352,34908,15.8861,EA/RS,76.403,4694700.0,,,,0.184018,1.0,0.517049,2.0,235.99129280762,22.33963896642,7.401,8.396104,1,46382084,,,,
356001283,1219216356342287232,136686,0.268729,EW,0.565,596.2,5.382,-5.66,10.19,0.116812,1.0,0.275953,4.0,240.47320632635,24.87154261634,11.2214,11.809406,1,48219907,,,,
236313673,1219268823662931840,144509,0.4954115,EA/RS,0.084,15.66,1.007,-95.31,11.76,0.062818,1.0,3.484365,4.0,240.70093503165,25.34394966447,9.6609,10.270065,2,48221155,,,,
356000389,1220143931839427200,321206,0.235117,EW,4.572,8259.3,21.936,,,0.138212,1.0,0.052515,1.0,239.31298351732,25.91578347341,14.2485,15.023878,1,46381453,,,,
258108067,1220409189020551808,2213586,6.483059,EA,0.291,106.35,1.189,-34.27,5.12,0.065091,1.0,1.280822,4.0,238.80156009247,26.48626585957,7.86847,8.202437,2,48217048,SB1,12.968397739907944,-31.940682997577,0.0
237092476,1222010215390097664,138472,0.24474099,EW,0.0,0.0,0.956,1.54,9.28,0.907356,1.0,0.300495,4.0,231.21137635037,24.99544289416,13.2254,13.724974,1,46375996,,,,
445882146,1224360318413341824,2213580,3.752345,EA,0.045,3.9223,0.935,-41.53,4.7,0.262595,1.0,0.224561,4.0,234.5577459859,27.96002827546,12.138,12.53201,1,46388410,,,,
101302325,122489551000566656,245401,2.198882,E,0.093,11.356,1.131,10.38,11.52,0.137221,1.0,0.32524,4.0,49.13669189185,30.02897351106,9.75667,10.243452,1,39486092,SB1,2.198068540896388,14.760527350874,0.0
416024040,1250831709390246144,97265,0.655331,EB,0.12,17.952,1.262,,,0.068179,1.0,0.077891,2.0,209.19197954117,22.75293401621,11.9937,12.319923,1,44574114,,,,
137906810,125195242958705408,26124,1.4697,EB,0.496,114.14,2.148,-10.74,9.91,0.027494,1.0,0.146836,2.0,49.75591846325,32.68780209977,7.6061,7.792234,1,39487403,,,,
157968186,1255014320341785216,4361,2.0688069,EA,0.21,48.937,1.624,,,0.631769,1.0,0.374809,4.0,218.80324914198,24.6392565992,8.91335,9.28046,2,44566789,,,,
219840749,1267204914996585856,4459,2.446228,EA,1.567,3489.5,11.207,,,0.058359,1.0,0.289283,1.0,222.134257221,24.75104283165,8.5848,9.021087,1,46391940,,,,
436863045,126943805747699456,3693,8.80315,EA,0.081,7.1903,1.052,,,0.072171,1.0,0.216139,4.0,41.55861109848,27.8774815044,9.30545,9.858421,1,39481225,SB2C,8.802375454217161,21.214474952077975,12615680.0
445879719,1272930282497618048,10611,5.117159,EA/AR:/RS,0.095,17.711,1.047,,,0.076227,1.0,0.149955,2.0,234.51263152229,29.48721030269,9.5394,10.021342,1,46381064,SB2C,5.117081608033216,-4.972535064267985,12615680.0
298263094,1272944026393513088,10614,0.7264114,EA/SD:,0.174,55.932,1.093,24.6,7.71,0.044143,1.0,0.165352,4.0,234.81347080191,29.62211506212,9.8642,10.140216,1,46386175,,,,
399947158,12730974556132096,36241,7.1466,EA/DM,2.943,10399.0,7.276,,,0.162666,1.0,1.066333,2.0,51.79225241356,9.7327419509,3.7553,3.701829,1,54453062,,,,
284291780,1278589709364139520,4506,0.48873,EA,0.011,0.15107,1.044,,,0.821404,1.0,0.612577,4.0,230.47843469072,33.93585202362,12.2502,13.044492,1,46407350,,,,
158016784,1279490862221077376,4497,3.197524,EA,0.064,4.6851,0.888,-29.46,4.51,0.213509,1.0,0.37128,4.0,220.02368859154,26.56725519544,10.1122,10.699666,2,44579414,,,,
219843981,1281813580534856448,4499,0.3015996,EW,0.613,715.47,3.774,8.69,13.18,0.065817,1.0,0.677897,2.0,222.53235323035,29.6495964738,10.3422,11.048451,2,44665092,,,,
138256097,1282849079970135040,138371,0.46394399,EW,0.08,10.259,1.063,-32.55,16.59,0.21847,1.0,0.263187,4.0,220.77234304933,30.40986106977,12.0372,12.37866,1,44567379,,,,
9036901,1283457247344012160,4334,3.4127464,EA/SD:,0.393,468.14,3.568,26.95,3.88,0.161075,1.0,0.215948,4.0,221.82262784321,31.84103509731,11.5961,11.975101,2,46382317,,,,
67707406,1289826718200130688,4504,1.256816,EA,0.154,50.607,1.286,-40.94,5.05,0.121715,1.0,0.438748,4.0,225.12333761595,33.67280942715,10.7548,11.06891,2,46379736,,,,
67707714,1290207905137101312,4335,0.3171477,EW/KW,0.137,35.443,1.014,,,0.168487,1.0,1.029576,4.0,225.19558099159,35.13187286621,10.8926,11.399227,1,46414923,,,,
9058724,1293062336106196992,160289,3.56053,EA/RS,0.084,13.153,1.066,,,0.082264,1.0,1.419138,4.0,222.12918550687,35.05501803526,10.0081,10.519839,1,44565358,SB2,3.5603485364455447,-37.87472098754656,8388608.0
406798603,1295254010673349888,4469,0.9063476,EA,0.155,40.278,1.153,-9.26,6.68,0.009782,1.0,0.580986,4.0,225.69208044975,37.91011265686,10.1329,10.263734,2,46420230,SB1,0.9063796431565048,4.5099280478427,0.0
28290956,1296370530371955072,2213565,6.003541,EA,0.133,27.634,1.024,-46.35,8.25,0.014573,1.0,1.523469,4.0,224.055914323,39.18980838833,9.59942,10.039048,2,46453558,,,,
236004686,1301244424900340736,103501,0.52452922,EA,0.125,20.305,1.237,-59.72,18.79,0.032351,1.0,0.201041,2.0,250.9906355992,26.29559989665,12.3899,12.980066,1,48218621,,,,
230222657,1301726663828217728,386721,0.564969,EA/EL,0.0,0.0,0.94,,,0.290653,1.0,0.487528,4.0,245.92559016966,23.2491165482,13.7647,13.977454,1,48230159,,,,
329118239,1303391633670077952,15836,0.563359,EA,0.088,17.668,1.137,-6.79,14.35,0.107422,1.0,0.704762,4.0,245.28848923227,25.6563431091,11.2541,11.915909,3,48223610,,,,
219747045,1305102439403376896,321663,0.260622,EA,0.316,31.153,2.082,-133.99,8.81,0.02259,1.0,0.361362,4.0,247.11798187788,27.22785594704,14.0396,14.995433,1,48226456,,,,
332394796,1306812828522394880,104424,1.4462,EB:,0.118,25.71,1.136,,,0.053721,1.0,0.171215,4.0,255.60860083579,27.46368502244,10.527,11.132382,1,48218259,,,,
236013183,1307176290131712768,387733,0.658706,EA,0.0,0.0,1.016,-27.4,10.03,0.164113,1.0,0.209258,4.0,251.64395166907,26.16623707085,14.0847,14.916232,1,48220458,,,,
224328133,1311514688137466240,321821,0.23680827,EW,1.662,1274.0,14.026,-4.3,7.96,0.026596,1.0,0.098804,1.0,251.21996433283,30.47124977942,13.5094,14.270831,1,48229847,,,,
8592033,1312084922355396352,15014,4.342921,EA/DM,0.098,17.184,1.246,,,0.048894,1.0,0.383899,4.0,248.02299705392,30.38601670239,9.9931,10.679689,2,48228091,,,,
236333974,1315094182601361664,101985,0.350224,EW,0.211,126.81,1.607,-30.76,7.33,0.084715,1.0,0.820748,4.0,242.19647778696,25.19565693542,11.1486,11.610376,2,48223078,,,,
236338880,1315212478883710080,15835,0.530834,EA,0.069,10.336,1.016,12.04,19.01,0.056785,1.0,0.310897,4.0,242.52124448076,25.61523439695,11.585,12.181308,2,48217200,,,,
236327696,1316365355482554112,10629,0.58887584,EA,0.121,30.528,1.152,,,0.048798,1.0,0.441168,4.0,241.71123664105,27.27628830687,9.89993,10.49238,2,48231311,,,,
17562290,1318694155468986752,136701,0.308193,EW,0.089,14.874,1.132,2.14,18.23,0.123865,1.0,0.211053,4.0,243.74429462307,30.27657646257,11.6373,12.137528,2,48214676,,,,
17568668,1319289300496915456,10636,0.5678,EA,0.05,4.4547,1.009,-16.28,14.69,0.014977,1.0,0.192533,4.0,244.22637236623,31.12260631025,11.9159,12.379932,3,48214690,,,,
284350181,1320716707108474880,1545836,18.87954,EA+ROT,0.102,17.416,1.071,,,0.078931,1.0,0.64656,4.0,238.02706130453,29.06226916386,8.89854,9.30512,1,46414470,SB2,18.87999887294507,0.1720667311951079,8388608.0
17539192,1322422565038736384,138511,0.53180999,EW,1.581,4423.8,10.502,,,0.759305,1.0,0.443438,4.0,243.42545022666,31.95190287754,10.8321,11.363435,2,48232769,,,,
8673277,1325067886936436224,15710,0.421173,EW,1.065,1038.2,5.56,,,0.058985,1.0,0.891328,4.0,248.75815731997,33.21326881789,7.43682,7.772701,2,48216970,,,,
8624617,1325137529829065984,15033,4.905918,EA/SD,0.076,9.222,0.953,-54.21,14.33,0.012523,1.0,0.216048,4.0,248.28187348238,33.52375862748,11.3482,11.806062,2,46381512,,,,
8417276,1329155763792260864,138653,0.42261289,EW,0.056,4.9049,0.984,9.28,17.29,0.023399,1.0,0.292892,4.0,246.02732179618,34.7116081022,11.9323,12.383227,1,46387152,,,,
8444713,1329183358958814208,245383,4.423851,E,0.107,18.189,1.151,-30.3,2.4,0.132331,1.0,0.33385,4.0,246.15778880647,34.95662738801,10.2816,10.609984,2,48223034,SB1,9.405972254942345,-26.179448084328,0.0
17563811,1329911476174525184,136702,0.3609353,EW,0.108,17.83,1.111,,,0.152962,1.0,0.276399,4.0,243.8341208411,35.70729574896,10.5177,10.871595,2,48214874,,,,
17467989,1330024554073599232,138509,0.31766301,EW,1.201,2370.5,9.816,,,0.778768,1.0,0.375816,4.0,242.82775441623,35.63863142042,10.1824,10.657901,2,48228829,,,,
310519261,1330082720813957120,138523,0.3188092,EW,3.741,20726.0,39.247,-36.36,2.38,0.028447,1.0,0.162996,1.0,242.53883972939,35.95849955654,11.9767,12.405913,1,46391713,,,,
255908136,1331134919082004096,184999,1.9129,EA,0.117,26.364,0.988,-12.2,14.03,0.060498,1.0,0.459236,4.0,247.09598931798,36.93381471568,11.0387,11.451244,2,48225147,,,,
255907472,1331151828370132608,138641,0.337043,EW,2.974,15451.0,21.182,,,0.078048,1.0,0.486584,4.0,247.07207475651,37.19004938337,10.6286,11.104019,2,46419215,,,,
255930833,1331246558168524928,285104,0.4251072,E,1.31,741.47,8.62,-2.36,8.8,0.064677,1.0,0.560314,3.0,247.68643014489,37.50609558272,13.5443,14.286694,2,48231657,,,,
9473243,1333162251022354048,14839,2.2669385,EA/SD,0.18,57.14,0.977,-63.31,7.72,0.009635,1.0,0.011584,2.0,258.39735762532,30.71001178776,10.5583,10.799637,2,48223105,SB1,2.2669726305183406,-63.92072165673,0.0
9588485,1334035606852913536,15899,2.051026,EA/SD,1.168,2481.0,1.421,,,0.009537,1.0,0.110588,4.0,259.33153256206,33.10010232779,5.02029,4.815964,2,48948966,,,,
21829304,1334481733694321152,229379,2.24972,EA,0.09,14.304,0.967,24.15,17.26,0.517067,1.0,0.210495,2.0,256.80814719018,32.29647544286,11.2955,11.720664,2,48933313,,,,
21744120,1334573817793362560,409107,5.508023,EP,0.052,4.4233,0.987,-11.98,0.7,0.116978,1.0,0.628786,4.0,256.34644795729,33.01248333381,11.733,12.358197,2,48948088,,,,
39426509,1335955491592619136,251514,0.2237066,EW,0.187,26.588,1.783,-5.24,4.31,0.02973,1.0,0.476147,4.0,262.51342783363,34.75260357541,13.0392,13.747111,2,48951359,,,,
101721979,1336995767031491840,389567,0.27088216,EW,0.041,1.5757,1.098,-10.65,5.94,0.046144,1.0,0.083765,4.0,260.0199067599,36.86559762462,12.9145,13.422266,2,48939358,,,,
405543959,1338630603383080320,136778,0.39353,EW,0.089,13.812,1.053,-45.94,8.26,0.056259,1.0,0.190374,4.0,256.8519820372,36.25714659081,11.4021,11.816676,1,48227981,,,,
101721385,1340497608486742400,253453,4.627669,EP,0.07,6.7767,0.844,-19.41,0.22,0.087473,1.0,0.113405,4.0,260.11615900195,38.24219694026,9.54417,9.877845,1,48230224,,,,
